yellow 	   colour ,  color   | 0.0 | .1 | 2
piddle 	   spend ,  pass ,  make ,  piss ,  eliminate   | 0.0 | .1 | 6
tail 	   chase ,  trail ,  tag ,  dog ,  track ,  pursue ,  follow ,  dock ,  bob ,  cut ,  top ,  pinch ,  tree ,  hunt ,  quest ,  trace   | 0.0 | .1 | 12
smile 	   express ,  show ,  sneer ,  beam ,  grin   | 0.0 | .1 | 2
pay 	   give ,  communicate ,  compensate ,  settle ,  digest ,  endure ,  stomach ,  bear ,  stand ,  tolerate ,  support ,  brook ,  abide ,  suffer ,  yield ,  gain ,  clear ,  make ,  earn ,  realize ,  realise ,  be ,  devote ,  think ,  repay ,  contribute* ,  extend ,  bribe ,  prefer ,  redeem ,  buy ,  refund ,  return ,  pick ,  expend ,  repair ,  spend ,  overpay ,  net ,  drop ,  offer ,  charge ,  tithe ,  prepay ,  foot ,  finance ,  subsidise ,  subsidize ,  corrupt ,  disburse   | 0.0 | .1 | 30
return 	   travel ,  go ,  move ,  give ,  revert ,  turn ,  reverse ,  recall ,  refer ,  bring ,  convey ,  take ,  reciprocate ,  transport ,  carry ,  repay ,  answer ,  reply ,  respond ,  reappear ,  refund ,  pay ,  deliver ,  communicate ,  pass ,  elect ,  fall ,  yield ,  generate ,  produce ,  make ,  create ,  submit ,  subject ,  revisit ,  bounce ,  recur ,  recover ,  lapse ,  restore ,  home ,  backtrack ,  light ,  boomerang ,  uprise ,  reimburse   | 0.0 | .1 | 37
specialise 	   specialize ,  work ,  specify ,  elaborate ,  enlarge ,  expand* ,  modify ,  narrow ,  change ,  alter ,  vary ,  evolve   | 0.0 | .1 | 16
trail 	   drag ,  lag ,  chase ,  tail ,  tag ,  dog ,  track ,  pursue ,  follow ,  shack ,  travel ,  go ,  move ,  train ,  tree ,  hunt ,  quest ,  trace   | 0.0 | .1 | 15
float 	   drift ,  blow ,  travel ,  go ,  move ,  swim ,  transport ,  test ,  prove ,  try ,  examine ,  essay ,  launch ,  smooth ,  value ,  convert ,  stream ,  ride ,  buoy ,  tide   | 0.0 | .1 | 22
blockade 	   obstruct ,  block ,  embarrass ,  prevent ,  forestall ,  foreclose^ ,  preclude ,  forbid ,  barricade ,  stop ,  bar ,  impede ,  jam ,  beleaguer ,  surround ,  hang ,  check ,  filibuster ,  close ,  bottleneck   | 0.0 | .1 | 22
falsify 	   distort ,  belie ,  manipulate ,  fake ,  cook ,  cheat^ ,  turn ,  reverse ,  alter ,  edit ,  murder ,  mangle ,  juggle   | 0.0 | .1 | 10
outnumber 	   total ,  number ,  come ,  amount   | 0.0 | .1 | 4
cable 	   telegraph ,  wire ,  fix ,  secure   | 0.0 | .1 | 4
accompany 	   travel ,  go ,  move ,  follow ,  play ,  company ,  companion ,  associate ,  affiliate ,  assort ,  walk ,  rule ,  run ,  see ,  attend   | 0.0 | .1 | 10
age 	   develop ,  mature ,  change ,  alter ,  modify ,  turn   | 0.0 | .1 | 6
join 	   connect ,  link ,  tie ,  unite ,  organize ,  knit ,  patch ,  fair ,  affiliate ,  match ,  twin ,  couple ,  piece ,  pair ,  scarf ,  unify ,  attach ,  assemble ,  feather ,  close ,  rebate ,  syndicate ,  seam ,  organise ,  bridge ,  mate ,  tack ,  infiltrate ,  ply   | 0.0 | .1 | 8
sand 	   smooth   | 0.0 | .1 | 1
adjust 	   set ,  correct ,  change ,  alter ,  modify ,  align ,  reorient ,  conform ,  adapt* ,  accommodate ,  decide ,  settle ,  resolve ,  tune ,  time ,  address ,  match ,  square ,  graduate ,  fit ,  reconcile ,  synchronize ,  zero ,  true ,  reset ,  proportion ,  justify ,  focus ,  temper ,  pressurise ,  regulate ,  coordinate ,  trim ,  sharpen   | 0.0 | .1 | 15
facsimile 	    | 0.0 | .1 | 0
harry 	   harass ,  hassle ,  chevy ,  beset^ ,  plague ,  provoke ,  annoy ,  rag ,  bother ,  irritate ,  rile ,  gravel ,  vex ,  devil ,  ravage ,  destroy ,  ruin ,  torment ,  frustrate   | 0.0 | .1 | 17
burnish 	   polish ,  smooth ,  shine   | 0.0 | .1 | 3
display 	   expose ,  exhibit ,  show ,  reveal ,  communicate ,  pass ,  woo ,  court ,  romance ,  pillory ,  pose ,  bench ,  model ,  open ,  express ,  produce ,  sit ,  flash ,  flaunt ,  swank ,  moon ,  posture   | 0.0 | .1 | 10
pass 	   travel ,  go ,  move ,  ordain ,  enact ,  lapse ,  advance ,  progress* ,  hand ,  reach ,  give ,  transfer ,  run ,  lead ,  extend ,  be ,  overtake ,  overhaul ,  happen ,  occur ,  clear ,  succeed* ,  win* ,  spend ,  guide ,  draw ,  communicate ,  convey ,  transmit ,  fade ,  fleet ,  disappear ,  vanish ,  exceed ,  overstep ,  top ,  excel ,  evaluate ,  judge ,  let ,  allow ,  permit ,  change ,  sink ,  throw ,  fall ,  return ,  authorize ,  authorise ,  die ,  exit ,  expire^ ,  conk ,  choke^ ,  turn ,  eliminate ,  expel ,  eject ,  release ,  strike ,  lock ,  show ,  commit ,  come ,  resign^ ,  work ,  skirt ,  trust ,  transgress ,  leave ,  approve ,  winter ,  reveal ,  coincide ,  spew ,  track ,  summer ,  starve ,  confide ,  request ,  piddle ,  display ,  vomit ,  vacation ,  plant ,  suffocate ,  cover ,  surpass ,  entrust ,  licence ,  quest ,  yield ,  deliver ,  make ,  carry ,  slip ,  do ,  synchronize ,  repeat ,  relay ,  recur ,  crack ,  chance ,  void ,  break ,  exude ,  commission ,  serve ,  okay ,  cycle ,  message ,  develop ,  anticipate ,  intervene ,  negotiate ,  recoil ,  bespeak ,  soldier ,  muscle ,  piss ,  cut ,  empty ,  shine ,  sick ,  crap ,  sanction ,  fell ,  relinquish ,  operate ,  proceed ,  drown ,  receipt ,  blunder ,  light ,  ooze ,  stifle ,  validate ,  declare ,  deal ,  weekend ,  materialize ,  license ,  sunday ,  succumb ,  acknowledge ,  certify ,  rub ,  chuck ,  crash ,  thread ,  transit ,  arise* ,  infiltrate ,  cast ,  backfire ,  implant ,  nail ,  free ,  christmas ,  fly ,  ace ,  holiday ,  materialise ,  backlash ,  certificate   | 0.0 | .1 | 77
steer 	   manoeuvre ,  direct ,  point ,  head ,  guide ,  channelise ,  control ,  command ,  navigate ,  channel ,  tree ,  pilot ,  sheer ,  park ,  corner ,  dock ,  crab   | 0.0 | .1 | 12
clock 	   time ,  quantify ,  measure   | 0.0 | .1 | 3
section 	   segment ,  separate ,  divide ,  part ,  quarter   | 0.0 | .1 | 4
whiff 	   smell ,  blow ,  smoke ,  talk ,  speak ,  utter ,  mouth   | 0.0 | .1 | 7
center 	   refer ,  pertain ,  relate ,  concern ,  touch ,  concentrate ,  focus ,  centre ,  rivet ,  think ,  move ,  displace ,  plunge ,  listen ,  absorb ,  engross ,  engulf ,  recall ,  steep ,  hear   | 0.0 | .1 | 13
prevail 	   dominate ,  rule ,  reign ,  hold ,  obtain ,  exist ,  be ,  persist ,  run ,  endure ,  continue ,  triumph ,  win* ,  persuade ,  outweigh ,  override   | 0.0 | .1 | 14
discourage 	   deter ,  reject ,  warn ,  advise ,  counsel ,  depress ,  restrain ,  dismay ,  demoralise ,  intimidate   | 0.0 | .1 | 5
nurse 	   treat ,  harbor ,  hold ,  entertain ,  feel ,  experience ,  care ,  handle ,  suck ,  feed ,  give   | 0.0 | .1 | 12
contrast 	   separate ,  tell ,  counterpoint ,  differ ,  oppose ,  conflict   | 0.0 | .1 | 4
full 	   beat ,  change ,  alter ,  modify ,  wax ,  increase   | 0.0 | .1 | 6
hash 	    | 0.0 | .1 | 0
savvy 	   grok ,  dig ,  compass ,  understand ,  figure ,  tumble ,  digest   | 0.0 | .1 | 4
leap 	   jump ,  bound ,  spring ,  move ,  switch ,  shift ,  change ,  leap ,  rebound ,  burst ,  bounce ,  skip ,  recoil ,  leapfrog   | 0.0 | .1 | 12
vomit 	   cast ,  sick ,  spew ,  chuck ,  eliminate ,  pass   | 0.0 | .1 | 6
vacation 	   holiday ,  spend ,  pass ,  honeymoon   | 0.0 | .1 | 3
mound 	   shape ,  form ,  work ,  forge   | 0.0 | .1 | 4
experience 	   undergo ,  see ,  participate ,  know ,  live ,  receive ,  have ,  get ,  feel ,  change ,  sustain* ,  hold ,  come ,  entertain ,  take ,  burn ,  nurse ,  anger ,  find ,  beam ,  suffer ,  harbor ,  labour ,  witness ,  labor ,  regret ,  enjoy* ,  encounter ,  die ,  shine ,  meet ,  rejoice* ,  fume ,  pride ,  glow ,  congratulate ,  taste ,  endure   | 0.0 | .1 | 14
pick 	   choose ,  take ,  select ,  pluck ,  gather ,  garner ,  collect ,  blame^ ,  knock ,  criticize ,  criticise^ ,  provoke ,  evoke ,  remove ,  withdraw ,  clean ,  rob ,  foot ,  pay ,  plunk ,  pull ,  draw ,  force ,  pierce ,  peck ,  strike ,  nibble ,  piece ,  eat ,  mushroom ,  berry   | 0.0 | .1 | 34
action 	   sue ,  process ,  challenge ,  accomplish* ,  execute ,  fulfill ,  fulfil ,  complete ,  finish ,  effect ,  do ,  run ,  perform ,  expedite ,  dispatch   | 0.0 | .1 | 10
warrant 	   justify ,  confirm ,  guarantee ,  back ,  endorse ,  support ,  cover ,  underwrite ,  certify ,  insure   | 0.0 | .1 | 6
mandate 	   delegate ,  designate ,  assign ,  order ,  prescribe ,  dictate   | 0.0 | .1 | 9
follow 	   travel ,  go ,  move ,  result ,  comply ,  imitate ,  copy ,  simulate ,  be ,  adopt ,  espouse ,  choose ,  take ,  select ,  trace ,  analyze ,  analyse ,  study ,  examine ,  canvas ,  watch ,  observe ,  check ,  succeed* ,  accompany ,  play ,  come ,  originate ,  arise* ,  rise ,  develop ,  uprise ,  grow ,  act ,  behave ,  do ,  practice ,  apply ,  use ,  survey ,  pursue ,  understand ,  persist ,  replace ,  chase ,  enter ,  shadow ,  oblige ,  guard ,  track ,  tail ,  trail ,  haunt ,  carry ,  ascend ,  dog ,  supplant ,  heel ,  stick ,  lag ,  accede ,  accommodate ,  tag ,  adhere   | 0.0 | .1 | 54
stabilise 	   brace ,  steady ,  stabilize ,  strengthen ,  change ,  alter ,  modify ,  root ,  settle ,  calm ,  peg ,  guy   | 0.0 | .1 | 10
pearl 	   gather ,  garner ,  collect   | 0.0 | .1 | 3
archive 	   collect   | 0.0 | .1 | 1
company 	   companion ,  associate ,  affiliate ,  assort ,  accompany   | 0.0 | .1 | 4
spoil 	   botch ,  bumble ,  blow ,  mishandle ,  fail^ ,  decay ,  corrupt ,  modify ,  pamper ,  baby ,  coddle ,  indulge ,  treat ,  handle ,  cross ,  frustrate ,  baffle ,  prevent ,  forestall ,  foreclose^ ,  preclude ,  forbid ,  desire ,  want ,  rape ,  plunder ,  destroy ,  ruin ,  mar ,  damage^ ,  stretch ,  dilute ,  disappoint ,  dash ,  cloud ,  violate ,  defile   | 0.0 | .1 | 30
doom 	   destine ,  fate ,  designate ,  ordain ,  sentence ,  condemn ,  declare ,  guarantee ,  ensure ,  insure ,  assure* ,  secure   | 0.0 | .1 | 12
expose 	   subject ,  disclose^ ,  reveal ,  discover ,  break ,  tell ,  exhibit ,  display ,  show ,  uncover ,  unveil ,  endanger ,  peril ,  affect ,  impact ,  touch ,  debunk ,  guy ,  rib ,  abandon ,  forsake ,  desert ,  undo ,  pillory ,  bench ,  disclose ,  model ,  open ,  air ,  spring ,  confide ,  produce ,  blow ,  face ,  sit ,  flash ,  sing ,  out ,  compromise ,  bare ,  betray ,  talk ,  flaunt ,  leak ,  unclothe ,  swank ,  moon ,  posture   | 0.0 | .1 | 26
gravel 	   annoy ,  rag ,  bother ,  irritate ,  rile ,  vex ,  devil ,  cover ,  stick ,  get ,  puzzle ,  baffle ,  beat ,  pose ,  bewilder ,  amaze ,  confuse ,  throw ,  befuddle ,  confound ,  beset^ ,  fret ,  chevy ,  harry ,  plague ,  escape ,  grate ,  elude ,  harass ,  provoke ,  hassle ,  riddle   | 0.0 | .1 | 21
send 	   direct ,  move ,  displace ,  transmit ,  transfer ,  transport ,  channel ,  channelise ,  mail ,  post ,  ship ,  station ,  base ,  place ,  commit ,  charge ,  air ,  broadcast ,  beam ,  publicize ,  bare ,  divert ,  route ,  turn ,  site ,  refer ,  project ,  satellite ,  express ,  blow ,  redirect ,  railroad ,  dispatch ,  throw ,  rerun ,  register ,  locate ,  fort ,  forward ,  cast ,  televise   | 0.0 | .1 | 32
learn 	   acquire ,  hear ,  discover ,  see ,  con ,  study ,  read ,  take ,  teach ,  instruct ,  inform ,  determine ,  check ,  watch ,  learn ,  ground ,  reward* ,  absorb ,  condition ,  mentor ,  educate ,  drill ,  practice ,  train ,  find ,  audit ,  enlighten ,  exercise ,  test ,  catch ,  develop ,  prepare ,  reinforce ,  talk ,  alternate ,  coach ,  tutor   | 0.0 | .1 | 17
knock 	   strike ,  bump ,  hit ,  tap ,  pink ,  sound ,  go ,  ping ,  criticize ,  criticise^ ,  comment ,  notice ,  remark ,  pillory ,  rag ,  pick ,  assail ,  lambaste ,  denounce ,  attack ,  blame^ ,  jaw ,  savage ,  censure ,  deplore ,  round ,  assault ,  rebuke   | 0.0 | .1 | 17
prompt 	   motivate ,  propel ,  move ,  cause ,  do ,  make ,  inspire ,  instigate ,  induce ,  stimulate ,  have ,  get ,  remind ,  cue ,  inform   | 0.0 | .1 | 17
state 	   say ,  tell ,  express ,  utter ,  submit ,  propose ,  suggest ,  advise ,  refer ,  explain ,  represent ,  precede ,  respond ,  introduce ,  vote ,  note ,  remark ,  observe ,  sum ,  reply ,  summarize ,  add ,  present ,  answer ,  announce ,  mention ,  articulate ,  give ,  declare ,  supply ,  enunciate   | 0.0 | .1 | 10
accept 	   evaluate ,  judge ,  take ,  have ,  get ,  acquire ,  consent ,  react ,  respond ,  admit ,  bear ,  assume ,  swallow ,  digest ,  endure ,  stomach ,  stand ,  tolerate ,  support ,  brook ,  abide ,  suffer ,  be ,  receive ,  resign^ ,  borrow ,  know ,  believe ,  allow ,  undertake ,  observe ,  agree ,  yield ,  reconcile ,  adopt ,  recognize ,  permit ,  welcome ,  espouse ,  honour ,  embrace ,  respect ,  settle ,  submit ,  give ,  succumb ,  acknowledge ,  let ,  profess   | 0.0 | .1 | 36
sense 	   feel ,  perceive ,  detect ,  observe ,  find ,  discover ,  notice ,  understand   | 0.0 | .1 | 9
dress 	   change ,  clothe ,  apparel ,  turn ,  finish ,  cook ,  fix ,  ready ,  make ,  prepare ,  position ,  trim ,  decorate ,  adorn ,  grace* ,  arrange ,  apply ,  clip ,  crop ,  pare ,  convert ,  treat ,  groom ,  curry ,  set ,  do ,  shirt ,  coat ,  poll ,  wave ,  cover ,  shoe ,  prim ,  bob ,  wear ,  pinch ,  robe ,  top ,  assume ,  jacket ,  habit ,  don ,  plaster ,  vest   | 0.0 | .1 | 31
enlarge 	   increase ,  grow ,  elaborate ,  expand* ,  clarify ,  amplify ,  detail ,  specialise ,  deepen ,  illustrate ,  instance ,  exemplify ,  specialize ,  specify ,  ream   | 0.0 | .1 | 6
dismiss 	   disregard ,  discount ,  ignore ,  reject ,  drop ,  fire ,  can ,  sack ,  terminate ,  remove ,  dissolve ,  change ,  alter ,  modify ,  flout ,  retire ,  discredit ,  scoff ,  slight   | 0.0 | .1 | 18
cling 	   adhere ,  stick ,  touch ,  meet ,  contact ,  hang   | 0.0 | .1 | 6
plant 	   set ,  put ,  place ,  pose ,  position ,  lay ,  embed ,  insert ,  enter ,  introduce ,  establish ,  found ,  constitute ,  institute ,  initiate ,  pioneer ,  stock ,  pass ,  sink ,  tree ,  bury ,  root ,  fix ,  nominate ,  bed ,  appoint ,  name ,  pot ,  implant   | 0.0 | .1 | 25
disgrace 	   dishonour ,  shame ,  humble ,  discredit   | 0.0 | .1 | 4
plane 	   shave ,  cut ,  glide ,  smooth   | 0.0 | .1 | 4
wave 	   beckon ,  gesture ,  motion ,  flourish ,  move ,  displace ,  roll ,  twist ,  dress ,  arrange ,  set ,  do ,  crimp   | 0.0 | .1 | 13
resemble 	   match ,  fit ,  correspond ,  check ,  gibe ,  tally ,  agree ,  echo ,  recall ,  imitate   | 0.0 | .1 | 7
author 	   write ,  pen ,  ghost   | 0.0 | .1 | 2
haul 	   cart ,  drag ,  pull ,  draw ,  force ,  transport ,  carry   | 0.0 | .1 | 7
broadcast 	   air ,  send ,  beam ,  transmit ,  publicize ,  bare ,  seed ,  circulate ,  distribute ,  disseminate ,  spread ,  disperse ,  satellite ,  carry ,  run ,  rerun ,  televise   | 0.0 | .1 | 16
wrench 	   twist ,  pull ,  wrestle ,  worm ,  distort ,  turn ,  rick ,  injure ,  wound   | 0.0 | .1 | 12
deafen 	   soften ,  weaken ,  break   | 0.0 | .1 | 3
reply 	   answer ,  respond ,  state ,  say ,  tell ,  counter ,  return ,  repay ,  bridle ,  field   | 0.0 | .1 | 5
enhance 	   heighten ,  raise ,  intensify ,  compound ,  deepen ,  better ,  improve*   | 0.0 | .1 | 8
remind 	   prompt ,  cue ,  inform ,  record ,  commemorate ,  immortalise   | 0.0 | .1 | 3
trade 	   merchandise ,  exchange ,  change ,  interchange ,  sell ,  swap ,  switch ,  deal ,  transact ,  push ,  traffic ,  pitch ,  import ,  run ,  market ,  close ,  hawk ,  export ,  peddle ,  vend   | 0.0 | .1 | 13
mix 	   blend ,  flux ,  combine ,  merge ,  desegregate ,  integrate ,  mingle ,  change ,  alter ,  modify ,  compound ,  add ,  shuffle ,  manipulate ,  reshuffle ,  absorb ,  gauge ,  melt ,  dash ,  unify ,  cut ,  concoct ,  aggregate ,  intermingle   | 0.0 | .1 | 15
paper 	   cover   | 0.0 | .1 | 1
decorate 	   adorn ,  grace* ,  change ,  alter ,  modify ,  deck ,  be ,  honour ,  reward* ,  dress ,  arrange ,  hang ,  beset^ ,  panel ,  fret ,  flag ,  lacquer ,  emblazon ,  illustrate ,  colour ,  flight ,  landscape ,  stick ,  fringe ,  encrust ,  prank ,  pipe ,  fledge ,  color ,  illuminate ,  trim ,  braid   | 0.0 | .1 | 13
term 	   name ,  call   | 0.0 | .1 | 2
shudder 	   shiver ,  thrill ,  tremble   | 0.0 | .1 | 4
ally 	   associate ,  affiliate ,  assort   | 0.0 | .1 | 3
anger 	   arouse ,  elicit ,  kindle ,  evoke ,  fire ,  raise ,  provoke ,  feel ,  experience ,  steam ,  exasperate ,  offend ,  aggravate ,  exacerbate ,  incense ,  madden ,  infuriate   | 0.0 | .1 | 9
imperil 	   endanger ,  jeopardise ,  menace ,  threaten^ ,  peril ,  exist ,  be   | 0.0 | .1 | 7
misuse 	   use ,  utilize ,  utilise ,  apply ,  employ ,  abuse ,  expend ,  fracture   | 0.0 | .1 | 8
speculate 	   suppose ,  expect ,  anticipate ,  reason ,  ponder ,  contemplate ,  muse ,  reflect ,  mull ,  think ,  job ,  invest ,  put ,  commit ,  place ,  say ,  study ,  wonder ,  pretend ,  consider ,  guess ,  puzzle ,  venture ,  develop ,  formulate ,  question ,  bull ,  construct ,  hazard   | 0.0 | .1 | 15
shop 	   obtain ,  patronize ,  frequent ,  sponsor ,  support ,  browse ,  search ,  seek ,  denounce ,  betray ,  grass ,  inform ,  market   | 0.0 | .1 | 12
label 	   designate ,  denominate ,  tag ,  mark ,  attach ,  pronounce ,  judge ,  declare ,  hold ,  separate ,  tell ,  address ,  stigmatise ,  find ,  qualify ,  tout ,  code ,  denounce ,  brand ,  rule ,  point ,  disqualify ,  clear ,  call ,  convict ,  direct ,  name ,  badge   | 0.0 | .1 | 13
aggrieve 	   wrong ,  grieve ,  afflict   | 0.0 | .1 | 3
found 	   establish ,  launch ,  open ,  plant ,  constitute ,  institute ,  initiate ,  pioneer ,  base ,  ground ,  found ,  fix ,  nominate ,  build ,  appoint ,  name   | 0.0 | .1 | 13
find 	   happen ,  chance ,  bump ,  encounter ,  detect ,  observe ,  discover ,  notice ,  sight ,  regain ,  get ,  acquire ,  determine ,  feel ,  reason ,  conclude ,  witness ,  see ,  experience ,  undergo ,  conceive ,  learn ,  hear ,  rule ,  pronounce ,  label ,  judge ,  receive ,  obtain ,  incur ,  change ,  perceive ,  recover ,  retrieve ,  reach ,  make ,  attain ,  hit ,  gain ,  mature ,  grow ,  strike ,  gauge ,  translate ,  take ,  sense ,  number ,  count ,  catch ,  locate ,  trace ,  enumerate ,  ferret ,  access ,  sequence   | 0.0 | .1 | 54
core 	    | 0.0 | .1 | 0
wedge 	   stick ,  deposit ,  fix ,  secure ,  squeeze ,  force ,  move ,  displace ,  compact ,  impact   | 0.0 | .1 | 8
catalogue 	   classify ,  class ,  sort ,  assort ,  separate ,  compile   | 0.0 | .1 | 6
finish 	   complete ,  end ,  terminate ,  act ,  move ,  stop ,  cease ,  coat ,  surface ,  eat ,  culminate* ,  accomplish* ,  go ,  action ,  dress ,  fulfill ,  conclude ,  break ,  top ,  execute ,  lapse ,  close ,  implement ,  climax ,  disappear ,  fulfil ,  recess ,  vanish   | 0.0 | .1 | 14
deepen 	   intensify ,  compound ,  heighten ,  increase ,  enlarge ,  change ,  raise ,  amplify ,  enhance ,  quicken ,  accelerate ,  fan ,  speed ,  build ,  flare ,  erupt ,  sharpen   | 0.0 | .1 | 9
miss 	   lose^ ,  desire ,  want ,  fail^ ,  neglect ,  omit ,  drop ,  overlook ,  lack ,  escape ,  avoid ,  regret ,  skip ,  exclude ,  cut ,  forget ,  jump   | 0.0 | .1 | 13
black 	   colour ,  color   | 0.0 | .1 | 2
research 	   search ,  explore ,  investigate ,  prospect ,  refer ,  consult ,  google   | 0.0 | .1 | 4
rise 	   lift ,  go ,  move ,  climb ,  grow ,  look ,  appear ,  seem ,  surface ,  ascend ,  heighten ,  increase ,  originate ,  become ,  change ,  wax ,  mount ,  jump ,  prove ,  undertake ,  tackle ,  rebel ,  protest ,  resist ,  dissent ,  revolt^ ,  come ,  surge* ,  swell ,  skyrocket ,  tower ,  follow ,  head ,  soar ,  gain ,  loom ,  steam ,  develop ,  zoom ,  well ,  emerge ,  advance ,  mutiny ,  bull ,  arise* ,  uprise   | 0.0 | .1 | 32
drift 	   float ,  travel ,  go ,  move ,  stray ,  roll ,  wander ,  swan ,  roam ,  cast ,  ramble ,  range ,  vary ,  exist ,  survive ,  live ,  circulate ,  crop ,  graze ,  change ,  accumulate ,  conglomerate ,  gather ,  stream ,  blow ,  tide   | 0.0 | .1 | 31
